---,Elapsed Time,Time.,Channel No.,---.1,CH010,CH011,CH012,CH014,CH015,CH016,CH017,CH018,CH019,CH021,CH022,CH023,CH024,CH025,CH027,CH000,CH001
3546,689.306,2018/03/12 11:37:21,2018/03/12,11:37:21,70,214,61,148,19,73,118,34,-62,57,23,56,58,99,104,15.0,22.7
3547,689.5,2018/03/12 11:49:01,2018/03/12,11:49:01,70,214,61,148,19,74,119,34,-61,57,22,56,58,99,105,14.9,23.0
3548,689.694,2018/03/12 12:00:41,2018/03/12,12:00:41,71,214,61,148,20,74,118,34,-61,57,23,57,58,100,105,14.9,23.3
3549,689.8889999999999,2018/03/12 12:12:21,2018/03/12,12:12:21,71,214,62,148,20,74,119,35,-60,57,23,57,58,100,105,14.9,23.6
3550,690.0830000000001,2018/03/12 12:24:01,2018/03/12,12:24:01,71,215,61,148,20,74,119,35,-60,57,23,57,58,100,105,14.9,24.1
3551,690.278,2018/03/12 12:35:41,2018/03/12,12:35:41,71,215,62,148,20,74,119,35,-60,58,23,57,58,100,105,14.9,24.4
3552,690.472,2018/03/12 12:47:21,2018/03/12,12:47:21,71,215,62,148,20,74,119,35,-60,57,23,57,59,100,105,14.9,24.7
3553,690.6669999999999,2018/03/12 12:59:01,2018/03/12,12:59:01,71,215,62,148,21,74,119,35,-60,58,23,57,58,100,105,14.9,25.0
3554,690.8610000000001,2018/03/12 13:10:41,2018/03/12,13:10:41,71,215,62,148,20,74,120,36,-60,58,23,58,58,100,106,14.9,25.1
3555,691.056,2018/03/12 13:22:21,2018/03/12,13:22:21,71,215,62,148,20,74,119,35,-59,58,23,57,59,101,105,14.9,25.2
3556,691.25,2018/03/12 13:34:01,2018/03/12,13:34:01,71,215,62,148,20,74,119,36,-58,58,23,57,58,100,106,14.9,25.3
3557,691.444,2018/03/12 13:45:41,2018/03/12,13:45:41,71,215,62,148,20,74,119,35,-58,58,23,57,59,100,106,14.9,25.4
3558,691.6389999999999,2018/03/12 13:57:21,2018/03/12,13:57:21,71,215,62,149,21,75,119,36,-57,58,24,58,59,101,105,14.9,25.4
3559,691.8330000000001,2018/03/12 14:09:01,2018/03/12,14:09:01,71,215,62,148,21,75,119,35,-58,58,24,58,58,101,106,14.9,25.5
3560,692.028,2018/03/12 14:20:41,2018/03/12,14:20:41,71,215,62,149,21,75,120,36,-57,58,24,57,59,100,106,14.9,25.6
3561,692.222,2018/03/12 14:32:21,2018/03/12,14:32:21,71,215,62,149,21,75,119,36,-57,58,23,57,59,101,106,14.9,25.7
3562,692.4169999999999,2018/03/12 14:44:01,2018/03/12,14:44:01,71,215,62,149,21,75,120,36,-57,58,24,58,59,101,106,14.9,25.8
3563,692.6110000000001,2018/03/12 14:55:41,2018/03/12,14:55:41,71,215,63,149,20,75,120,36,-57,58,24,58,59,101,106,14.9,25.9
3564,692.806,2018/03/12 15:07:21,2018/03/12,15:07:21,71,216,63,149,20,75,120,36,-56,58,24,58,59,101,106,14.9,25.9
3565,693.0,2018/03/12 15:19:01,2018/03/12,15:19:01,71,215,62,149,21,75,119,36,-56,58,24,58,59,101,106,14.8,26.0
3566,693.194,2018/03/12 15:30:41,2018/03/12,15:30:41,71,215,62,149,21,74,119,36,-56,58,24,58,59,101,106,14.8,26.0
3567,693.3889999999999,2018/03/12 15:42:21,2018/03/12,15:42:21,71,215,62,149,21,75,119,36,-55,58,24,58,59,101,106,14.8,26.1
3568,693.5830000000001,2018/03/12 15:54:01,2018/03/12,15:54:01,72,215,62,149,21,75,120,36,-55,58,24,58,59,101,105,14.8,26.1
3569,693.778,2018/03/12 16:05:41,2018/03/12,16:05:41,71,215,62,149,21,75,120,36,-55,58,24,58,59,101,106,14.8,26.0
3570,693.972,2018/03/12 16:17:21,2018/03/12,16:17:21,71,215,63,149,21,75,120,36,-55,58,24,58,59,101,106,14.8,26.1
3571,694.1669999999999,2018/03/12 16:29:01,2018/03/12,16:29:01,72,216,62,149,21,75,120,36,-53,58,24,58,59,101,106,14.8,26.2
3572,694.3610000000001,2018/03/12 16:40:41,2018/03/12,16:40:41,71,216,63,149,21,75,120,36,-52,59,24,58,59,101,106,14.8,26.2
3573,694.556,2018/03/12 16:52:21,2018/03/12,16:52:21,71,216,63,149,21,75,119,36,-52,58,24,58,59,101,106,14.8,26.1
3574,694.75,2018/03/12 17:04:01,2018/03/12,17:04:01,71,215,63,149,21,75,120,36,-53,58,24,58,59,101,106,14.8,26.0
3575,694.944,2018/03/12 17:15:41,2018/03/12,17:15:41,71,216,63,149,21,75,120,36,-52,58,24,58,59,101,106,14.9,25.8
3576,695.1389999999999,2018/03/12 17:27:21,2018/03/12,17:27:21,71,216,63,149,21,74,119,36,-52,58,24,58,59,101,106,14.9,25.5
3577,695.3330000000001,2018/03/12 17:39:01,2018/03/12,17:39:01,71,215,63,149,21,75,120,36,-53,58,24,58,59,101,106,14.9,25.3
3578,695.528,2018/03/12 17:50:41,2018/03/12,17:50:41,72,216,62,149,20,75,119,36,-53,58,24,58,58,101,106,14.9,25.0
3579,695.722,2018/03/12 18:02:21,2018/03/12,18:02:21,71,215,62,148,20,74,119,36,-53,58,24,58,59,101,106,14.9,24.6
3580,695.9169999999999,2018/03/12 18:14:01,2018/03/12,18:14:01,71,215,63,148,21,75,119,36,-53,58,24,58,59,101,106,14.9,24.3
3581,696.1110000000001,2018/03/12 18:25:41,2018/03/12,18:25:41,71,216,62,148,20,74,119,36,-53,58,23,57,58,101,106,14.9,23.9
3582,696.306,2018/03/12 18:37:21,2018/03/12,18:37:21,71,216,62,148,20,75,119,35,-53,58,23,57,58,100,106,14.9,23.5
3583,696.5,2018/03/12 18:49:01,2018/03/12,18:49:01,71,215,63,148,20,75,120,36,-54,58,23,57,58,100,105,14.9,23.0
3584,696.694,2018/03/12 19:00:41,2018/03/12,19:00:41,71,215,62,148,20,74,119,35,-54,58,23,57,58,100,106,14.9,22.5
3585,696.8889999999999,2018/03/12 19:12:21,2018/03/12,19:12:21,71,215,62,147,20,74,119,35,-55,57,23,57,58,100,105,15.0,22.1
3586,697.0830000000001,2018/03/12 19:24:01,2018/03/12,19:24:01,71,215,61,147,19,74,119,35,-55,57,23,57,58,100,105,15.0,21.7
3587,697.278,2018/03/12 19:35:41,2018/03/12,19:35:41,71,215,61,146,20,74,119,35,-55,58,23,57,58,100,105,15.0,21.2
3588,697.472,2018/03/12 19:47:21,2018/03/12,19:47:21,71,215,62,147,19,73,119,35,-56,57,23,57,58,100,105,15.0,20.9
3589,697.6669999999999,2018/03/12 19:59:01,2018/03/12,19:59:01,71,215,61,147,20,73,119,35,-56,57,23,56,58,100,105,15.0,20.5
3590,697.8610000000001,2018/03/12 20:10:41,2018/03/12,20:10:41,70,215,61,146,20,73,119,34,-56,57,23,56,57,99,105,15.0,20.1
3591,698.056,2018/03/12 20:22:21,2018/03/12,20:22:21,71,215,61,146,19,73,119,34,-57,57,23,56,58,100,105,15.0,19.7
3592,698.25,2018/03/12 20:34:01,2018/03/12,20:34:01,70,214,61,146,19,73,119,34,-58,57,23,56,57,99,105,15.0,19.3
3593,698.444,2018/03/12 20:45:41,2018/03/12,20:45:41,70,214,61,146,19,73,119,34,-58,57,23,57,57,99,105,15.0,19.0
3594,698.6389999999999,2018/03/12 20:57:21,2018/03/12,20:57:21,70,214,61,145,19,73,119,34,-58,57,23,56,57,99,105,15.0,18.7
3595,698.8330000000001,2018/03/12 21:09:01,2018/03/12,21:09:01,70,215,61,146,19,73,119,34,-59,57,22,56,57,99,105,15.0,18.4
3596,699.028,2018/03/12 21:20:41,2018/03/12,21:20:41,70,214,61,146,19,73,119,34,-59,57,23,56,57,99,104,15.0,18.2
3597,699.222,2018/03/12 21:32:21,2018/03/12,21:32:21,70,214,61,145,19,73,119,34,-60,57,23,56,57,99,105,15.0,18.0
3598,699.4169999999999,2018/03/12 21:44:01,2018/03/12,21:44:01,70,214,61,145,19,73,118,34,-60,57,22,56,57,99,105,15.0,17.9
3599,699.6110000000001,2018/03/12 21:55:41,2018/03/12,21:55:41,70,214,61,146,19,73,119,34,-60,57,23,56,57,99,104,15.0,17.7
3600,699.806,2018/03/12 22:07:21,2018/03/12,22:07:21,70,214,61,145,19,73,118,34,-60,56,23,56,57,99,104,15.0,17.6
3601,700.0,2018/03/12 22:19:01,2018/03/12,22:19:01,70,214,61,145,19,73,119,34,-60,57,22,56,57,99,104,15.0,17.5
3602,700.194,2018/03/12 22:30:41,2018/03/12,22:30:41,70,215,61,145,19,73,119,34,-60,57,23,55,57,99,104,15.0,17.4
3603,700.3889999999999,2018/03/12 22:42:21,2018/03/12,22:42:21,70,214,61,145,18,73,119,34,-60,57,23,55,57,99,104,15.0,17.3
3604,700.5830000000001,2018/03/12 22:54:01,2018/03/12,22:54:01,70,214,61,145,19,73,119,34,-61,56,22,55,57,99,104,15.0,17.2
3605,700.778,2018/03/12 23:05:41,2018/03/12,23:05:41,70,215,61,145,19,73,119,34,-61,56,23,56,57,99,104,15.0,17.1
3606,700.972,2018/03/12 23:17:21,2018/03/12,23:17:21,70,214,60,145,19,73,118,33,-60,57,23,56,57,99,105,15.0,17.0
3607,701.1669999999999,2018/03/12 23:29:01,2018/03/12,23:29:01,70,214,60,145,19,73,119,34,-61,57,22,55,57,99,105,15.0,16.9
3608,701.3610000000001,2018/03/12 23:40:41,2018/03/12,23:40:41,69,214,60,145,19,73,119,34,-61,56,23,56,57,99,104,15.0,16.8
3609,701.556,2018/03/12 23:52:21,2018/03/12,23:52:21,70,214,61,145,19,73,119,34,-61,57,23,56,57,99,104,15.0,16.8
3610,701.75,2018/03/13 00:04:01,2018/03/13,00:04:01,70,214,60,145,19,73,119,34,-60,57,23,56,57,99,104,15.0,16.8
3611,701.944,2018/03/13 00:15:41,2018/03/13,00:15:41,70,214,60,145,19,73,119,34,-61,57,22,55,57,99,104,15.0,16.8
3612,702.1389999999999,2018/03/13 00:27:21,2018/03/13,00:27:21,70,215,60,144,18,73,118,34,-61,56,22,55,57,99,105,15.0,16.7
3613,702.3330000000001,2018/03/13 00:39:01,2018/03/13,00:39:01,70,215,60,145,18,73,118,33,-61,57,22,56,57,99,105,15.0,16.7
3614,702.528,2018/03/13 00:50:41,2018/03/13,00:50:41,70,214,60,145,19,73,119,34,-61,56,22,56,57,98,104,15.0,16.6
3615,702.722,2018/03/13 01:02:21,2018/03/13,01:02:21,70,214,60,144,18,73,118,34,-61,57,23,55,57,99,104,15.0,16.6
3616,702.9169999999999,2018/03/13 01:14:01,2018/03/13,01:14:01,70,214,60,145,18,73,118,34,-61,56,22,55,57,99,104,15.0,16.6
3617,703.1110000000001,2018/03/13 01:25:41,2018/03/13,01:25:41,70,214,60,145,19,73,119,33,-61,56,23,55,57,99,104,15.0,16.5
3618,703.306,2018/03/13 01:37:21,2018/03/13,01:37:21,70,214,60,145,19,73,118,34,-61,56,22,55,57,99,105,15.0,16.5
3619,703.5,2018/03/13 01:49:01,2018/03/13,01:49:01,70,214,60,145,18,73,118,34,-61,56,22,55,57,99,104,15.0,16.4
3620,703.694,2018/03/13 02:00:41,2018/03/13,02:00:41,70,214,60,145,18,72,119,34,-62,57,23,56,57,99,104,15.0,16.3
3621,703.8889999999999,2018/03/13 02:12:21,2018/03/13,02:12:21,70,214,60,145,19,73,118,34,-62,57,22,56,57,98,105,15.0,16.2
3622,704.0830000000001,2018/03/13 02:24:01,2018/03/13,02:24:01,70,214,60,144,18,73,119,33,-61,56,23,55,57,98,105,15.0,16.2
3623,704.278,2018/03/13 02:35:41,2018/03/13,02:35:41,69,214,60,144,19,73,119,33,-61,57,23,55,57,99,104,15.0,16.1
3624,704.472,2018/03/13 02:47:21,2018/03/13,02:47:21,69,214,60,145,19,72,118,34,-61,57,22,56,57,98,104,15.0,16.0
3625,704.6669999999999,2018/03/13 02:59:01,2018/03/13,02:59:01,69,214,60,144,18,73,119,33,-62,56,23,55,57,99,104,15.0,16.0
3626,704.8610000000001,2018/03/13 03:10:41,2018/03/13,03:10:41,70,214,60,145,18,72,118,34,-62,57,22,55,57,99,105,15.0,16.0
3627,705.056,2018/03/13 03:22:21,2018/03/13,03:22:21,70,214,60,145,19,73,119,34,-62,56,22,56,57,99,104,15.0,16.0
3628,705.25,2018/03/13 03:34:01,2018/03/13,03:34:01,70,214,60,145,18,73,119,34,-62,57,22,55,57,98,104,15.0,16.0
3629,705.444,2018/03/13 03:45:41,2018/03/13,03:45:41,70,214,60,145,18,73,119,34,-62,57,23,55,56,99,105,15.0,16.1
3630,705.6389999999999,2018/03/13 03:57:21,2018/03/13,03:57:21,69,214,60,145,18,73,118,33,-62,56,23,56,56,99,105,15.1,16.1
3631,705.8330000000001,2018/03/13 04:09:01,2018/03/13,04:09:01,70,214,60,145,19,73,118,34,-62,57,22,55,57,99,104,15.0,16.1
3632,706.028,2018/03/13 04:20:41,2018/03/13,04:20:41,70,214,61,145,18,73,118,34,-62,56,22,55,57,98,104,15.0,16.0
3633,706.222,2018/03/13 04:32:21,2018/03/13,04:32:21,69,214,60,144,18,73,118,34,-62,57,22,55,57,99,104,15.0,16.0
3634,706.4169999999999,2018/03/13 04:44:01,2018/03/13,04:44:01,70,214,60,144,19,73,118,34,-62,57,22,55,57,99,104,15.0,16.1
3635,706.6110000000001,2018/03/13 04:55:41,2018/03/13,04:55:41,70,214,60,145,19,73,118,33,-62,56,23,55,57,99,104,15.0,16.1
3636,706.806,2018/03/13 05:07:21,2018/03/13,05:07:21,70,214,60,145,18,73,118,33,-62,56,22,55,57,99,104,15.1,16.1
3637,707.0,2018/03/13 05:19:01,2018/03/13,05:19:01,70,214,60,145,19,73,119,33,-62,56,22,55,57,99,104,15.1,16.1
3638,707.194,2018/03/13 05:30:41,2018/03/13,05:30:41,70,214,60,144,18,73,118,34,-62,56,22,55,56,98,104,15.0,16.1
3639,707.3889999999999,2018/03/13 05:42:21,2018/03/13,05:42:21,69,214,60,145,18,73,118,34,-62,56,22,55,57,99,104,15.0,16.0
3640,707.5830000000001,2018/03/13 05:54:01,2018/03/13,05:54:01,69,214,60,145,18,73,119,34,-62,56,23,55,56,99,104,15.0,15.9
3641,707.778,2018/03/13 06:05:41,2018/03/13,06:05:41,70,214,60,144,18,73,119,33,-62,56,22,55,57,98,104,15.0,15.9
3642,707.972,2018/03/13 06:17:21,2018/03/13,06:17:21,70,214,60,144,19,73,119,33,-62,56,22,55,57,99,104,15.0,15.8
3643,708.1669999999999,2018/03/13 06:29:01,2018/03/13,06:29:01,70,214,60,144,18,73,119,34,-62,56,22,55,56,99,104,15.0,15.7
3644,708.3610000000001,2018/03/13 06:40:41,2018/03/13,06:40:41,70,214,60,145,18,72,119,33,-62,56,22,55,56,99,104,15.0,15.7
3645,708.556,2018/03/13 06:52:21,2018/03/13,06:52:21,70,214,60,144,18,73,118,34,-62,56,22,55,57,99,105,15.1,15.7
3646,708.75,2018/03/13 07:04:01,2018/03/13,07:04:01,69,214,60,145,18,72,119,33,-62,56,22,55,57,98,104,15.0,15.7
3647,708.944,2018/03/13 07:15:41,2018/03/13,07:15:41,69,214,60,144,18,72,119,33,-62,56,22,55,57,99,104,15.0,15.8
3648,709.1389999999999,2018/03/13 07:27:21,2018/03/13,07:27:21,69,214,60,144,19,72,119,34,-62,57,22,55,57,99,105,15.0,15.9
3649,709.3330000000001,2018/03/13 07:39:01,2018/03/13,07:39:01,69,214,60,145,18,72,118,34,-62,57,23,55,56,99,104,15.1,16.0
3650,709.528,2018/03/13 07:50:41,2018/03/13,07:50:41,70,214,60,145,18,73,119,33,-62,56,22,55,57,99,104,15.0,16.2
3651,709.722,2018/03/13 08:02:21,2018/03/13,08:02:21,70,214,60,145,18,72,118,34,-62,56,22,55,57,99,104,15.0,16.4
3652,709.9169999999999,2018/03/13 08:14:01,2018/03/13,08:14:01,70,214,60,145,18,73,118,34,-62,57,22,55,57,99,105,15.0,16.6
3653,710.1110000000001,2018/03/13 08:25:41,2018/03/13,08:25:41,70,214,60,145,18,73,119,34,-62,57,22,55,57,99,104,15.0,16.8
3654,710.306,2018/03/13 08:37:21,2018/03/13,08:37:21,69,214,60,144,18,73,118,33,-62,56,22,55,57,99,104,15.0,17.1
3655,710.5,2018/03/13 08:49:01,2018/03/13,08:49:01,70,214,61,145,19,73,119,34,-62,57,22,56,57,99,104,15.0,17.3
3656,710.694,2018/03/13 09:00:41,2018/03/13,09:00:41,70,214,61,145,18,73,119,34,-62,57,22,55,57,99,105,15.0,17.6
3657,710.8889999999999,2018/03/13 09:12:21,2018/03/13,09:12:21,70,214,60,145,19,73,119,34,-62,57,22,55,57,99,105,15.0,17.8
3658,711.0830000000001,2018/03/13 09:24:01,2018/03/13,09:24:01,70,214,61,145,19,73,119,34,-62,56,22,56,57,99,104,15.0,18.1
3659,711.278,2018/03/13 09:35:41,2018/03/13,09:35:41,70,214,61,145,18,73,119,34,-61,57,22,55,57,99,104,15.0,18.3
3660,711.472,2018/03/13 09:47:21,2018/03/13,09:47:21,69,215,60,145,18,73,118,34,-62,57,22,56,57,99,105,15.0,18.6
3661,711.6669999999999,2018/03/13 09:59:01,2018/03/13,09:59:01,70,214,61,145,19,73,119,34,-61,57,22,56,57,99,105,15.0,19.0
3662,711.8610000000001,2018/03/13 10:10:41,2018/03/13,10:10:41,70,214,60,145,19,73,119,34,-61,57,22,56,57,99,105,15.0,19.4
3663,712.056,2018/03/13 10:22:21,2018/03/13,10:22:21,70,215,61,146,19,73,119,33,-61,57,22,56,57,100,104,15.0,20.0
3664,712.25,2018/03/13 10:34:01,2018/03/13,10:34:01,70,214,61,146,19,73,119,34,-61,56,22,56,57,100,105,15.0,20.8
3665,712.444,2018/03/13 10:45:41,2018/03/13,10:45:41,70,215,61,146,19,73,119,34,-61,57,23,56,57,100,105,15.0,21.7
3666,712.6389999999999,2018/03/13 10:57:21,2018/03/13,10:57:21,70,214,61,147,19,74,119,34,-61,57,22,56,58,100,105,15.0,22.6
3667,712.8330000000001,2018/03/13 11:09:01,2018/03/13,11:09:01,71,215,62,147,20,74,119,35,-61,57,23,56,58,100,105,15.0,23.3
3668,713.028,2018/03/13 11:20:41,2018/03/13,11:20:41,71,215,61,147,20,74,120,35,-61,57,23,57,58,100,106,14.9,23.9
3669,713.222,2018/03/13 11:32:21,2018/03/13,11:32:21,71,215,62,148,20,74,119,35,-60,58,23,57,58,101,105,14.9,24.5
3670,713.4169999999999,2018/03/13 11:44:01,2018/03/13,11:44:01,71,215,62,148,20,74,120,35,-60,58,24,57,58,101,106,14.9,25.2
3671,713.6110000000001,2018/03/13 11:55:41,2018/03/13,11:55:41,71,215,62,148,21,75,120,35,-59,58,24,58,58,101,106,14.9,25.8
3672,713.806,2018/03/13 12:07:21,2018/03/13,12:07:21,71,215,63,149,21,75,120,36,-58,58,24,58,59,101,106,14.9,26.3
3673,714.0,2018/03/13 12:19:01,2018/03/13,12:19:01,71,215,62,149,21,74,120,36,-55,58,24,58,59,102,106,14.8,26.9
3674,714.194,2018/03/13 12:30:41,2018/03/13,12:30:41,72,216,63,149,21,75,120,36,-50,59,24,58,59,101,107,14.8,27.2
3675,714.3889999999999,2018/03/13 12:42:21,2018/03/13,12:42:21,72,216,63,149,21,75,120,36,-39,59,24,58,60,102,107,14.8,27.6
3676,714.5830000000001,2018/03/13 12:54:01,2018/03/13,12:54:01,72,216,63,150,21,75,120,37,-28,59,24,58,60,102,107,14.8,28.0
3677,714.778,2018/03/13 13:05:41,2018/03/13,13:05:41,72,216,63,150,21,75,120,37,-18,59,24,58,60,102,107,14.8,28.3
3678,714.972,2018/03/13 13:17:21,2018/03/13,13:17:21,72,216,63,151,21,76,120,36,-6,59,24,59,60,102,107,14.8,28.7
3679,715.1669999999999,2018/03/13 13:29:01,2018/03/13,13:29:01,72,216,64,151,22,75,120,37,3,59,24,59,60,102,107,14.7,28.9
3680,715.3610000000001,2018/03/13 13:40:41,2018/03/13,13:40:41,72,217,64,152,22,76,120,36,10,59,25,59,60,103,107,14.7,29.2
3681,715.556,2018/03/13 13:52:21,2018/03/13,13:52:21,72,216,64,152,22,76,120,37,17,60,25,59,61,102,107,14.7,29.4
3682,715.75,2018/03/13 14:04:01,2018/03/13,14:04:01,73,217,64,152,22,76,120,37,21,59,24,59,60,103,107,14.7,29.6
3683,715.944,2018/03/13 14:15:41,2018/03/13,14:15:41,72,217,64,153,22,76,121,37,22,59,25,59,60,103,107,14.7,29.6
3684,716.1389999999999,2018/03/13 14:27:21,2018/03/13,14:27:21,73,217,64,153,22,76,121,37,23,60,25,59,61,103,107,14.6,29.7
3685,716.3330000000001,2018/03/13 14:39:01,2018/03/13,14:39:01,72,217,64,152,22,76,120,38,22,59,25,59,60,103,108,14.7,29.7
3686,716.528,2018/03/13 14:50:41,2018/03/13,14:50:41,72,217,64,153,22,77,120,37,22,60,25,60,60,103,108,14.7,29.8
3687,716.722,2018/03/13 15:02:21,2018/03/13,15:02:21,72,217,64,153,22,76,121,37,21,60,25,59,61,103,108,14.7,29.8
3688,716.9169999999999,2018/03/13 15:14:01,2018/03/13,15:14:01,73,217,64,153,22,77,120,37,22,60,25,60,61,103,107,14.7,29.8
3689,717.1110000000001,2018/03/13 15:25:41,2018/03/13,15:25:41,73,217,64,153,22,76,121,37,22,59,25,59,61,103,108,14.6,29.9
3690,717.306,2018/03/13 15:37:21,2018/03/13,15:37:21,73,217,64,153,22,76,120,37,22,60,25,60,61,103,108,14.6,29.9
3691,717.5,2018/03/13 15:49:01,2018/03/13,15:49:01,73,217,64,153,22,76,121,37,21,59,25,60,61,103,108,14.6,30.0
3692,717.694,2018/03/13 16:00:41,2018/03/13,16:00:41,73,217,64,153,23,77,121,37,21,60,25,59,61,103,108,14.6,30.0
3693,717.8889999999999,2018/03/13 16:12:21,2018/03/13,16:12:21,72,217,64,153,22,76,121,37,23,60,25,60,61,103,108,14.7,30.0
3694,718.0830000000001,2018/03/13 16:24:01,2018/03/13,16:24:01,73,217,64,153,22,77,121,37,23,60,25,60,60,103,108,14.6,30.0
3695,718.278,2018/03/13 16:35:41,2018/03/13,16:35:41,73,217,64,153,22,77,121,37,22,60,25,60,61,103,108,14.6,29.9
3696,718.472,2018/03/13 16:47:21,2018/03/13,16:47:21,73,217,64,153,22,77,121,37,22,60,25,59,61,103,108,14.6,29.9
3697,718.6669999999999,2018/03/13 16:59:01,2018/03/13,16:59:01,73,217,64,153,22,76,120,37,21,60,25,60,61,103,108,14.6,29.7
3698,718.8610000000001,2018/03/13 17:10:41,2018/03/13,17:10:41,73,217,64,153,22,77,121,38,21,60,25,59,61,103,108,14.7,29.6
3699,719.056,2018/03/13 17:22:21,2018/03/13,17:22:21,73,217,64,153,22,76,121,37,21,60,25,59,61,103,108,14.7,29.4
3700,719.25,2018/03/13 17:34:01,2018/03/13,17:34:01,73,217,64,153,22,76,121,38,21,60,25,59,60,103,108,14.7,29.2
3701,719.444,2018/03/13 17:45:41,2018/03/13,17:45:41,73,217,64,153,22,77,121,37,20,59,25,59,61,103,108,14.7,29.0
3702,719.6389999999999,2018/03/13 17:57:21,2018/03/13,17:57:21,72,217,64,152,21,77,121,37,20,60,25,59,61,103,108,14.7,28.7
3703,719.8330000000001,2018/03/13 18:09:01,2018/03/13,18:09:01,72,216,64,153,22,76,120,37,19,59,25,59,60,103,108,14.7,28.4
3704,720.028,2018/03/13 18:20:41,2018/03/13,18:20:41,73,217,64,152,22,76,121,37,19,59,24,59,60,102,107,14.7,28.0
3705,720.222,2018/03/13 18:32:21,2018/03/13,18:32:21,72,217,64,152,21,76,121,36,19,59,25,59,60,102,108,14.7,27.7
3706,720.4169999999999,2018/03/13 18:44:01,2018/03/13,18:44:01,72,216,63,152,22,75,120,36,18,59,25,58,60,103,107,14.8,27.2
3707,720.6110000000001,2018/03/13 18:55:41,2018/03/13,18:55:41,72,216,63,151,21,76,121,37,18,59,24,59,60,102,107,14.8,26.8
3708,720.806,2018/03/13 19:07:21,2018/03/13,19:07:21,72,216,63,151,21,76,120,37,18,59,24,59,59,102,107,14.8,26.3
3709,721.0,2018/03/13 19:19:01,2018/03/13,19:19:01,72,216,63,151,21,75,120,36,17,59,24,58,59,102,107,14.8,25.8
3710,721.194,2018/03/13 19:30:41,2018/03/13,19:30:41,72,216,63,151,21,75,121,36,17,59,23,58,60,102,107,14.9,25.4
3711,721.3889999999999,2018/03/13 19:42:21,2018/03/13,19:42:21,71,216,63,151,21,75,120,36,16,59,23,58,60,102,107,14.9,25.0
3712,721.5830000000001,2018/03/13 19:54:01,2018/03/13,19:54:01,72,216,62,150,20,75,120,36,15,58,23,58,59,101,106,14.9,24.6
3713,721.778,2018/03/13 20:05:41,2018/03/13,20:05:41,72,216,62,150,20,75,120,36,15,58,24,58,59,101,107,14.9,24.2
3714,721.972,2018/03/13 20:17:21,2018/03/13,20:17:21,72,216,63,150,20,75,120,36,15,58,24,58,59,101,106,14.9,23.9
3715,722.1669999999999,2018/03/13 20:29:01,2018/03/13,20:29:01,71,216,62,150,20,74,120,35,14,58,24,57,59,101,107,14.9,23.6
3716,722.3610000000001,2018/03/13 20:40:41,2018/03/13,20:40:41,71,216,62,150,20,74,120,35,13,58,23,57,58,101,106,14.9,23.3
3717,722.556,2018/03/13 20:52:21,2018/03/13,20:52:21,72,216,62,150,20,74,120,35,13,58,23,57,59,101,106,15.0,23.0
3718,722.75,2018/03/13 21:04:01,2018/03/13,21:04:01,71,215,62,149,20,74,120,35,11,58,23,57,58,101,106,14.9,22.7
3719,722.944,2018/03/13 21:15:41,2018/03/13,21:15:41,71,215,61,149,20,74,120,35,10,57,23,57,58,101,106,15.0,22.4
3720,723.1389999999999,2018/03/13 21:27:21,2018/03/13,21:27:21,71,215,62,149,19,73,119,35,10,58,23,57,58,101,106,15.0,22.1
3721,723.3330000000001,2018/03/13 21:39:01,2018/03/13,21:39:01,71,215,61,149,20,74,120,35,10,58,23,57,58,100,106,15.0,21.8
3722,723.528,2018/03/13 21:50:41,2018/03/13,21:50:41,71,215,62,148,20,74,120,35,9,58,23,57,58,100,106,15.0,21.5
3723,723.722,2018/03/13 22:02:21,2018/03/13,22:02:21,71,215,61,148,20,74,120,35,9,58,23,57,58,100,106,15.0,21.2
3724,723.9169999999999,2018/03/13 22:14:01,2018/03/13,22:14:01,71,215,62,148,20,74,120,35,9,57,23,57,58,100,106,15.0,21.0
3725,724.1110000000001,2018/03/13 22:25:41,2018/03/13,22:25:41,70,215,61,148,19,74,120,35,8,57,23,56,58,100,105,15.0,20.7
3726,724.306,2018/03/13 22:37:21,2018/03/13,22:37:21,71,215,61,148,19,74,120,35,6,57,23,57,58,100,105,15.0,20.5
3727,724.5,2018/03/13 22:49:01,2018/03/13,22:49:01,70,215,61,148,19,74,119,35,4,57,23,57,58,100,106,15.0,20.3
3728,724.694,2018/03/13 23:00:41,2018/03/13,23:00:41,71,215,61,148,19,74,120,34,2,57,23,56,58,100,106,15.0,20.1
3729,724.8889999999999,2018/03/13 23:12:21,2018/03/13,23:12:21,71,215,61,148,19,73,119,34,-1,57,23,56,58,100,105,15.0,19.9
3730,725.0830000000001,2018/03/13 23:24:01,2018/03/13,23:24:01,70,215,61,147,19,74,120,34,-2,57,22,56,58,100,105,15.0,19.7
3731,725.278,2018/03/13 23:35:41,2018/03/13,23:35:41,70,215,61,148,19,74,119,34,-4,57,23,56,58,100,106,15.0,19.5
3732,725.472,2018/03/13 23:47:21,2018/03/13,23:47:21,71,215,61,148,19,73,119,34,-4,57,22,56,57,100,105,15.0,19.4
3733,725.6669999999999,2018/03/13 23:59:01,2018/03/13,23:59:01,70,215,61,147,19,73,119,34,-5,57,23,56,57,100,105,15.0,19.2
3734,725.8610000000001,2018/03/14 00:10:41,2018/03/14,00:10:41,70,215,61,147,19,73,119,34,-5,57,22,56,57,100,105,15.0,19.0
